TIPO;DIRECCION;IDENTIFICADOR;CODIGO;CODNDP,N,19,0;TIPO DE VALLA;TIPO DE SUELO;LOCALIZACION;ACCESO;N.ELEMENTOS;AREA;PERIMETRO;DIRECCION AUXLIAR;DISTRITO;BARRIO;latitud;longitud;UTMX;UTMY
AREA INFANTIL;AVENIDA DOCTOR FEDERICO RUBIO Y GALI nº 63;523;9080;31041696;0;0;0;0;3;174,137;55,37;0;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;40,452965;-3,714865;439384,165;4478279,22
AREA INFANTIL;CALLE RAFAEL VILLA nº 76;548;9106;11056381;0;0;0;0;4;266,04;65,12;0;MONCLOA - ARAVACA;EL PLANTÍO;40,471857;-3,825572;430016,47;4480458,193
AREA INFANTIL;CALLE SAN RESTITUTO nº 33;560;9126;20156380;0;0;0;0;3;620,169;92,44;0;MONCLOA - ARAVACA;VALDEZARZA;40,464593;-3,712032;439634,834;4479567,965
AREA INFANTIL;CALLE JIMENA MENENDEZ PIDAL nº 20;568;9134;20127595;0;0;0;0;4;347,597;88,71;0;MONCLOA - ARAVACA;VALDEMARÍN;40,471896;-3,765782;435084,994;4480416,758
AREA INFANTIL;CALLE HIENDELAENCINA nº 9;569;9135;20140696;0;0;0;0;9;1605,517;172,58;0;MONCLOA - ARAVACA;ARAVACA;40,457457;-3,765917;435059,65;4478814,153
AREA INFANTIL;CALLE PRINCIPAL DE PROVINCIAS nº 23;577;9143;20173953;0;0;0;0;7;0;0;0;MONCLOA - ARAVACA;CASA DE CAMPO;40,412133;-3,736959;437472,979;4473762,226
AREA INFANTIL;CALLE ESCULTOR PERESEJO nº 9;579;9145;20063664;0;0;0;0;5;192,952;49,59;0;MONCLOA - ARAVACA;ARAVACA;40,453126;-3,790425;432977,268;4478351,764
AREA INFANTIL;CALLE ESCULTOR PERESEJO nº 7;580;9146;20063661;0;0;0;0;4;143,244;52,14;0;MONCLOA - ARAVACA;ARAVACA;40,453398;-3,788488;433141,853;4478380,473
AREA INFANTIL;CALLE CARRIL DE LOS CALEROS nº 50;581;9147;31034759;0;0;0;0;5;324,431;73,44;0;MONCLOA - ARAVACA;ARAVACA;40,458948;-3,796908;432433,383;4479002,908
AREA INFANTIL;CALLE JOSE MAURELO nº 25;616;10038;20020280;0;0;0;0;2;172,924;54,24;PARQUE CERRO ALMODOVAR;LATINA;ALUCHE;40,392124;-3,746288;436662,642;4471547,935
AREA INFANTIL;CALLE DUQUESA DE PARCENT nº 54;619;10041;11063791;0;0;0;0;5;157,86;51,11;PARQUE CERRO ALMODOVAR;LATINA;LUCERO;40,39495;-3,748179;436504,812;4471862,93
AREA INFANTIL;CALLE PABLO SARASATE nº 14;654;10081;20085841;0;0;0;0;5;343,795;75,25;0;LATINA;CÁRMENES;40,40554;-3,731301;437946,956;4473026,475
AREA INFANTIL;PASEO ERMITA DEL SANTO nº 66;655;10082;20075161;0;0;0;0;10;810,827;117,18;PARQUE ERMITA DEL SANTO;LATINA;CÁRMENES;40,406081;-3,725426;438445,931;4473082,448
AREA INFANTIL;CALLE VALMOJADO nº 267;661;10090;11064795;0;0;0;0;3;67,256;36,65;0;LATINA;ALUCHE;40,387263;-3,758105;435655,11;4471016,913
AREA INFANTIL;CALLE DUQUESA DE PARCENT nº 56;665;10094;11063792;0;0;0;0;4;90,974;39,25;0;LATINA;LUCERO;40,396304;-3,748476;436480,933;4472013,456
AREA INFANTIL;CALLE VALMOJADO nº 289;692;10134;11064827;0;0;0;0;4;71,747;35,91;0;LATINA;ALUCHE;40,386192;-3,758477;435622,509;4470898,245
AREA INFANTIL;CALLE CAMARENA nº 89;699;10143;11065056;0;0;0;0;4;301,734;69,93;0;LATINA;ALUCHE;40,393446;-3,75529;435899,879;4471701,191
AREA INFANTIL;PASEO ERMITA DEL SANTO nº 74;715;11010;20047746;0;0;0;0;5;112,494;42,39;0;CARABANCHEL;SAN ISIDRO;40,400095;-3,725068;438470,859;4472417,773
AREA INFANTIL;CALLE ALVAREZ ABELLAN nº 26;729;11030;11076008;0;0;0;0;3;44,999;26,87;0;CARABANCHEL;PUERTA BONITA;40,384169;-3,731247;437931,902;4470654,257
AREA INFANTIL;CALLE ISABEL PATACON nº 7;823;11164;11078561;0;0;0;0;5;423,358;121,13;0;CARABANCHEL;BUENAVISTA;40,370387;-3,747445;436544,049;4469135,93
AREA INFANTIL;AVENIDA ORCASUR nº 41;910;12056;11081123;VALLA;ARENA;0;0;7;595,43;102,22;0;USERA;ORCASUR;40,36907;-3,700806;440502,457;4468957,382
AREA INFANTIL;CALLE MOREJA nº 1;942;12096;31009641;VALLA;ARENA;0;0;5;144,328;52,26;0;USERA;ORCASUR;40,370387;-3,699088;440649,45;4469102,438
AREA INFANTIL;CALLE PUERTO DE CORLITE nº 7;1007;13061;31015439;0;0;0;0;3;149,179;50,95;0;PUENTE DE VALLECAS;PALOMERAS BAJAS;40,386055;-3,65376;444510,606;4470812,107
AREA INFANTIL;CALLE POTES nº 2;1492;17051;31013727;0;ARENA;0;0;4;250,319;63,29;C · CALLE POTES , ASCENDIENTE 1: 171 · SAN ANDRÉS;VILLAVERDE;SAN ANDRÉS;40,351151;-3,708887;439800,423;4466973,833
AREA INFANTIL;CALLE LAGUNAS DE NEILA nº 30;1524;17089;31012835;0;ARENA;0;0;4;405,75;81,86;C · CALLE LAGUNAS DE NEILA 4-28 , ASCENDIENTE 1:;VILLAVERDE;SAN ANDRÉS;40,352457;-3,706353;440016,79;4467117,132
AREA INFANTIL;CALLE AMERICIO nº 2;1532;17097;31044527;0;ARENA;0;0;6;719,617;114,47;C · CALLE AMERICIO , ASCENDIENTE 1: 173 · BUTARQU;VILLAVERDE;BUTARQUE;40,357261;-3,681898;442097,617;4467634,101
AREA INFANTIL;CALLE LENGUAS nº 6;1538;17103;31019468;0;ARENA;0;0;4;192,616;56,03;C · CALLE LENGUAS , ASCENDIENTE 1: 171 · SAN ANDR;VILLAVERDE;SAN ANDRÉS;40,341859;-3,704321;440180,014;4465939,318
AREA INFANTIL;CALLE SIERRA VIEJA nº 23;1555;18001;11130847;0;ARENA;0;0;5;927,687;131,94;C · CALLE SIERRA VIEJA 25 , ASCENDIENTE 1: 181 ·;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40,377713;-3,628035;446687,458;4469870,302
AREA INFANTIL;CALLE PUENTELARRA nº 30;1583;18031;20140795;0;ARENA;0;0;4;272,253;70,48;C · CALLE PUENTELARRA 26 , ASCENDIENTE 1: 182 · S;VILLA DE VALLECAS;SANTA EUGENIA;40,381661;-3,612131;448040,591;4470299,051
AREA INFANTIL;CALLE PUENTELARRA nº 14;1584;18032;11131605;0;ARENA;0;0;7;525,922;94,02;C · CALLE PUENTELARRA 10 , ASCENDIENTE 1: 182 · S;VILLA DE VALLECAS;SANTA EUGENIA;40,383091;-3,609543;448261,336;4470456,287
AREA INFANTIL;CALLE SIERRA GADOR nº 28;1592;18040;20123977;0;ARENA;0;0;5;178,168;52,77;Pza · PLAZA SIERRA GADOR 2 , ASCENDIENTE 1: 181 ·;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40,380896;-3,626459;446823,819;4470222,637
AREA INFANTIL;CALLE TINEO nº 6;1598;18047;31026238;0;ARENA;0;0;7;299,313;69,86;C · CALLE TINEO 13 , ASCENDIENTE 1: 181 · BARRIO;VILLA DE VALLECAS;SANTA EUGENIA;40,375638;-3,631097;446425,947;4469641,841
AREA INFANTIL;CALLE JUAN ANTONIO BARDEM nº 4;1601;18050;31037067;0;ARENA;0;0;3;162,914;52,36;C · CALLE CAÑADA DEL SANTÍSIMO , ASCENDIENTE 1: 1;VILLA DE VALLECAS;SANTA EUGENIA;40,369058;-3,594166;449556,16;4468889,729
AREA INFANTIL;CALLE SILVINA OCAMPO nº 6;1605;18054;31054590;0;ARENA;0;0;6;170,15;52,28;Av · AVENIDA ENSANCHE DE VALLECAS 79 POST. , ASCE;VILLA DE VALLECAS;SANTA EUGENIA;40,363379;-3,597146;449298,828;4468261,107
AREA INFANTIL;CALLE ALBANIA nº 2;1729;20055;31046889;0;ARENA;0;0;2;419,556;72,55;PARQUE SOFIA-OSLO;SAN BLAS - CANILLEJAS;ROSAS;40,428092;-3,601938;448940,891;4475446,927
AREA INFANTIL;CALLE MANCHESTER nº 12;1733;20060;31043313;0;ARENA;EN PARQUE BARRIO LAS MUSAS;0;6;448,208;98,32;C · CALLE MÁNCHESTER , ASCENDIENTE 1: 205 · LAS R;SAN BLAS - CANILLEJAS;ROSAS;40,429968;-3,604877;448693,023;4475656,843
AREA INFANTIL;CALLE BARBASTRO nº 3;1763;20101;11138369;0;ARENA;0;0;1;101,733;39,27;C · CALLE BARBASTRO , ASCENDIENTE 1: 207 · CANILL;SAN BLAS - CANILLEJAS;CANILLEJAS;40,44625;-3,611005;448185,769;4477467,717
AREA INFANTIL;CALLE VIDRIERIA nº 8;1770;20110;11135955;0;ARENA;0;0;9;602,422;99,79;C · CALLE POBLADURA DEL VALLE , ASCENDIENTE 1: 20;SAN BLAS - CANILLEJAS;ARCOS;40,427638;-3,615492;447790,829;4475404,426
AREA INFANTIL;CALLE SANTIAGO DE COMPOSTELA nº 32;365;8054;11045906;0;0;0;0;3;130,337;48,38;LATERAL AVD DE LA ILUSTRACION;FUENCARRAL - ELPARDO;LA PAZ;40,483435;-3,701344;440557,56;4481652,189
AREA INFANTIL;AVENIDA MONFORTE DE LEMOS nº 42;402;8105;11045933;0;0;0;0;6;597,178;93,26;PARQUE DE LA VAGUADA;FUENCARRAL - ELPARDO;PILAR;40,479446;-3,712285;439626,696;4481216,836
AREA INFANTIL;AVENIDA MONFORTE DE LEMOS nº 42;400;8102;11045933;0;0;0;0;6;621,466;100,09;PARQUE DE LA VAGUADA;FUENCARRAL - ELPARDO;PILAR;40,478753;-3,712033;439647,392;4481139,722
AREA INFANTIL;AVENIDA MONFORTE DE LEMOS nº 42;401;8104;11045933;0;0;0;0;4;240,337;57,99;PARQUE DE LA VAGUADA;FUENCARRAL - ELPARDO;PILAR;40,478364;-3,711209;439716,93;4481096,026
AREA INFANTIL;PLAZA ARTEIJO nº 10;391;8091;31044658;0;0;0;0;2;126,545;45,39;0;FUENCARRAL - ELPARDO;PILAR;40,477847;-3,707311;440046,886;4481036,012
AREA INFANTIL;PASEO FLORIDA nº 12;572;9138;20106566;0;0;0;0;1;94,913;38,94;0;MONCLOA - ARAVACA;CASA DE CAMPO;40,423011;-3,722561;438704,446;4474959,602
AREA INFANTIL;CALLE ESFINGE nº 76;1727;20053;11137699;0;ARENA;EN PARQUE ARQUITECTO ANTONIO PALACIOS;0;4;148,926;54,51;C · CALLE ESFINGE 78 , ASCENDIENTE 1: 207 · CANIL;SAN BLAS - CANILLEJAS;CANILLEJAS;40,439148;-3,608106;448426,182;4476677,748
AREA INFANTIL;AVENIDA PADRE PIQUER nº 33;597;10019;11065409;0;0;0;0;4;96,82;36,98;0;LATINA;ALUCHE;40,39025;-3,766851;434915,654;4471354,886
AREA INFANTIL;CALLE DIBUJANTES nº 19;1812;20161;11135890;VALLA METALICA CON COLORINES;ARENA;0;0;4;174,538;57,97;C · CALLE ARCOS DE JALON , ASCENDIENTE 1: 204 · L;SAN BLAS - CANILLEJAS;ARCOS;40,424638;-3,61602;447743,726;4475071,792
AREA INFANTIL;BULEVAR JOSE PRAT nº 8;1676;19044;20124412;VALLA METALICA CON COLORINES;ARENA;EN ZONA DE BULEVAR;0;3;166,17;51,51;C · CALLE BULEVAR JOSE PRAT 2 , ASCENDIENTE 1: 19;VICALVARO;AMBROZ;40,398005;-3,624623;446993,056;4472120,674
AREA INFANTIL;CALLE FUENCARRAL nº 133;322;7020;11039962;VALLA METALICA CON COLORINES;SUELO CAUCHO CON DIBUJOS;ACERA GRAN ANCHURA;0;4;101,604;45,79;C · CALLE FUENCARRAL 131-147 , ASCENDIENTE 1: 073;CHAMBERI;TRAFALGAR;40,431836;-3,703657;440315,849;4475926,326
AREA INFANTIL;PLAZA OLAVIDE nº 17;310;7008;31048931;VALLA METALICA CON COLORINES;ARENA;EN PARQUE PLAZA DE OLAVIDE;0;3;329,59;73,12;PARQUE PLAZA DE OLAVIDE;CHAMBERI;TRAFALGAR;40,433041;-3,701075;440535,984;4476058,324
AREA INFANTIL;CALLE TEMBLEQUE nº 12;689;10128;11065807;VALLA METALICA CON COLORINES;ARENA;EN PARQUE ALUCHE;ACCESO CON VALLA RETRANQUEADA;7;232,3;63,9;PARQUE ALUCHE;LATINA;ALUCHE;40,396579;-3,758851;435600,711;4472051,493
AREA INFANTIL;CALLE VALMOJADO nº 12;680;10116;31044416;SIN VALLA;ARENA;EN PARQUE ALUCHE;0;2;118,882;44,16;PARQUE ALUCHE;LATINA;ALUCHE;40,389059;-3,75913;435569,864;4471217,041
AREA INFANTIL;CALLE VALMOJADO nº 14;682;10118;31044417;SIN VALLA;ARENA;EN PARQUE ALUCHE;0;1;100,585;40,08;PARQUE ALUCHE;LATINA;ALUCHE;40,387697;-3,759567;435531,475;4471066,103
AREA INFANTIL;CALLE EDUARDO BARREIROS nº 1;949;12104;20046875;VALLA METALICA CON COLORINES;ARENA;0;0;3;417,143;93,21;C · CALLE EDUARDO BARREIROS , ASCENDIENTE 1: 122;USERA;ORCASUR;40,373537;-3,695406;440964,839;4469449,605
AREA INFANTIL;CALLE SAN RUPERTO nº 7;922;12069;31024078;VALLA METALICA CON COLORINES;ARENA;0;0;4;156,006;50,77;C · CALLE SAN RUPERTO , ASCENDIENTE 1: 123 · SAN;USERA;SAN FERMÍN;40,3762;-3,691333;441312,918;4469742,493
AREA INFANTIL;CALLE ANTRACITA nº 35;73;2044;20170739;VALLA MADERA TIPO TALANQUERA;ARENA;EN PARQUE DEL BRONCE;0;7;1202,947;210,3;Pq · PARQUE BRONCE II , ASCENDIENTE 1: 024 · LEGA;ARGANZUELA;LEGAZPI;40,392016;-3,686569;441730,939;4471494,887
AREA INFANTIL;CALLE BRONCE nº 5;72;2042;31007293;VALLA MADERA TIPO TALANQUERA;ARENA;EN PARQUE DEL BRONCE;0;5;176,189;57,75;Pq · PARQUE BRONCE 22 , ASCENDIENTE 1: 024 · LEGA;ARGANZUELA;LEGAZPI;40,390256;-3,687315;441666,084;4471299,984
AREA INFANTIL;PASEO INFANTA ISABEL nº 4;120;3017;31000003;VALLA MADERA TIPO TALANQUERA;ARENA;0;0;7;235,599;65,81;Av · AVENIDA CIUDAD DE BARCELONA , ASCENDIENTE 1:;RETIRO;PACÍFICO;40,406186;-3,685345;441847,051;4473066,882
AREA INFANTIL;CALLE SAN GERMAN nº 7;265;6023;31043689;VALLA METALICA COLOR VERDE;ARENA;0;0;4;155,596;53,58;Av · AVENIDA BRASIL 13 , ASCENDIENTE 1: 062 · CUA;TETUÁN;CUATRO CAMINOS;40,455707;-3,693703;441181,02;4478569,227
AREA INFANTIL;AVENIDA BRASIL nº 5;267;6025;20011240;VALLA MADERA COLOR VERDE;ARENA;0;0;5;316,584;71,33;Av · AVENIDA BRASIL , ASCENDIENTE 1: 062 · CUATRO;TETUÁN;CUATRO CAMINOS;40,454229;-3,693628;441186,07;4478405,153
AREA INFANTIL;CALLE ADORA nº 11;924;12073;11082235;SIN VALLA;ARENA;0;0;5;815,591;116,57;C · CALLE ADORA 07 , ASCENDIENTE 1: 123 · SAN FER;USERA;SAN FERMÍN;40,369664;-3,687852;441602,759;4469014,644
AREA INFANTIL;CALLE TUYA nº 3;931;12082;20046644;VALLA METALICA CON COLORINES;ARENA;0;0;5;183,853;56,63;C · CALLE TUYA , ASCENDIENTE 1: 122 · ORCASUR , A;USERA;ORCASUR;40,366426;-3,695931;440914,019;4468660,594
AREA INFANTIL;CALLE SALOBREÑA nº 9;913;12059;20025200;VALLA METALICA COLOR VERDE;ARENA;0;0;4;363,509;80,53;C · CALLE SALOBREÑA , ASCENDIENTE 1: 122 · ORCASU;USERA;ORCASUR;40,365659;-3,698933;440658,485;4468577,532
AREA INFANTIL;AVENIDA ORCASUR nº 24;947;12101;11080836;VALLA METALICA CON COLORINES;ARENA;0;0;4;215,279;60,06;Pza · PLAZA PUEBLO , ASCENDIENTE 1: 122 · ORCASUR;USERA;ORCASUR;40,367319;-3,701323;440457,046;4468763,4
AREA INFANTIL;AVENIDA ORCASUR nº 22;911;12057;31035143;VALLA METALICA CON COLORINES;ARENA;0;ACCESO CON VALLA RETRANQUEADA;3;233,558;65,29;Av · AVENIDA ORCASUR , ASCENDIENTE 1: 122 · ORCAS;USERA;ORCASUR;40,36775;-3,701824;440414,868;4468811,52
AREA INFANTIL;CALLE ALBAICIN nº 19;912;12058;31024076;SIN VALLA;ARENA;0;0;4;100,236;40,29;C · CALLE CAMPOTEJAR , ASCENDIENTE 1: 122 · ORCAS;USERA;ORCASUR;40,368243;-3,703288;440290,985;4468867,197
AREA INFANTIL;TRAVESIA HUMANES nº 10;973;13024;11098399;VALLA METALICA CON COLORINES;ARENA;0;ACCESO CON VALLA RETRANQUEADA;1;151,692;51,11;Trv · TRAVESIA HUMANES  08 , ASCENDIENTE 1: 135 ·;PUENTE DE VALLECAS;PORTAZGO;40,395913;-3,645253;445240,644;4471901,015
AREA INFANTIL;CALLE GUILLERMO PINGARRON nº 4;1003;13057;11097874;VALLA METALICA CON COLORINES;ARENA;EN PARQUE CAMPO DE LA PALOMA;ACCESO CON TRAMEX;2;421,473;107,1;C · CALLE GUILLERMO PINGARRON , ASCENDIENTE 1: 13;PUENTE DE VALLECAS;PORTAZGO;40,386787;-3,648121;444989,775;4470889,788
AREA INFANTIL;CALLE VEREDA DEL PINAR nº 1;1641;19009;20047853;VALLA METALICA CON COLORINES;ARENA;EN PARQUE DE LA VICALVARADA;0;4;196,491;61,03;PARQUE DE LA VICALVARADA;VICALVARO;CASCO HISTÓRICO DE VICÁLVARO;40,409958;-3,607805;448429,39;4473437,448
AREA INFANTIL;CALLE GANDHI nº 79;1251;15072;11107208;VALLA DE MADERA CON COLORINES;ARENA;0;0;7;557,157;94,29;C · CALLE GANDHI 75 , ASCENDIENTE 1: 152 · PUEBLO;CIUDAD LINEAL;PUEBLO NUEVO;40,426316;-3,630185;446543,415;4475266,502
AREA INFANTIL;AVENIDA ARCENTALES nº 4;1713;20031;31041888;VALLA METALICA COLOR VERDE;ARENA;EN PARQUE EL PARAISO;0;3;148,872;48,76;PARQUE DEL PARAISO;SAN BLAS - CANILLEJAS;HELLÍN;40,431021;-3,621295;447301,272;4475783,436
AREA INFANTIL;CALLE FEDERICO AGUSTI nº 2;567;9133;20066251;SIN VALLA;ARENA;0;0;8;549,718;143,37;C · CALLE FEDERICO AGUSTI , ASCENDIENTE 1: 096 ·;MONCLOA - ARAVACA;EL PLANTÍO;40,47396;-3,831137;429546,918;4480696,008
AREA INFANTIL;CALLE MARTIN PESCADOR nº 2;469;9006;20079430;VALLA METALICA CON COLORINES;ARENA;0;0;3;146,566;47,76;C · CALLE MARTÍN PESCADOR , ASCENDIENTE 1: 096 ·;MONCLOA - ARAVACA;EL PLANTÍO;40,468289;-3,81817;430640,27;4480056,234
AREA INFANTIL;CALLE PUENTE VIESGO nº 4;575;9141;31006517;VALLA METALICA CON COLORINES;ARENA;0;ACCESO CON TRAMEX Y VALLA RETRANQUEADA;3;193,937;53,52;Av · AVENIDA VALDEMARIN , ASCENDIENTE 1: 095 · VA;MONCLOA - ARAVACA;VALDEMARÍN;40,467375;-3,792461;432818,853;4479934,914
AREA INFANTIL;CALLE CASIOPEA nº 14;574;9140;11055861;VALLA METALICA CON COLORINES;ARENA;0;ACCESO CON VALLA RETRANQUEADA;3;203,433;57,34;Av · AVENIDA VALDEMARIN 121 , ASCENDIENTE 1: 095;MONCLOA - ARAVACA;VALDEMARÍN;40,467386;-3,790849;432955,536;4479934,924
AREA INFANTIL;AVENIDA VALDEMARIN nº 111;549;9107;20166361;VALLA METALICA CON COLORINES;ARENA;EN PARQUE AVD DE VALDEMARIN;0;3;261,722;66,11;Cm · CAMINO LA ZARZUELA  , ASCENDIENTE 1: 095 · V;MONCLOA - ARAVACA;VALDEMARÍN;40,466851;-3,787608;433229,747;4479873,112
AREA INFANTIL;AVENIDA VALDEMARIN nº 75;465;9002;20057171;VALLA METALICA CON COLORINES;ARENA;0;0;10;500,747;86,23;Av · AVENIDA VALDEMARIN , ASCENDIENTE 1: 095 · VA;MONCLOA - ARAVACA;VALDEMARÍN;40,469832;-3,779569;433914,197;4480197,864
AREA INFANTIL;CALLE ARGENTONA nº 25;468;9005;20149183;VALLA METALICA CON COLORINES;ARENA;EN PARQUE;ACCESO CON VALLA RETRANQUEADA;3;100,257;40,01;C · CALLE ARGENTONA , ASCENDIENTE 1: 095 · VALDEM;MONCLOA - ARAVACA;VALDEMARÍN;40,465223;-3,763603;435263,258;4479674,43
AREA INFANTIL;CALLE ARGENTONA nº 23;467;9004;20149180;VALLA METALICA CON COLORINES;ARENA;EN PARQUE;ACCESO CON VALLA RETRANQUEADA;7;258,786;64,28;C · CALLE ARGENTONA 19 , ASCENDIENTE 1: 095 · VAL;MONCLOA - ARAVACA;VALDEMARÍN;40,464951;-3,764166;435215,311;4479644,747
AREA INFANTIL;CALLE LA PINILLA nº 79;486;9025;20127193;VALLA METALICA VERDE;ARENA;EN ZONA VERDE;ACCESO CON VALLA RETRANQUEADA;5;198,196;57,25;C · CALLE PINILLA 79 , ASCENDIENTE 1: 097 · ARAVA;MONCLOA - ARAVACA;ARAVACA;40,45513;-3,780128;433852,387;4478566,408
AREA INFANTIL;CALLE RIO SALOR nº 3;487;9026;20097267;VALLA METALICA CON COLORINES;ARENA;EN ZONA VERDE;0;2;112,722;47,56;C · CALLE BOLA DEL MUNDO 38 , ASCENDIENTE 1: 097;MONCLOA - ARAVACA;ARAVACA;40,45611;-3,779341;433920,071;4478674,57
AREA INFANTIL;CALLE BOLA DEL MUNDO nº 48;562;9128;20089944;VALLA METALICA CON COLORINES;ARENA;EN ZONA VERDE;0;4;103,678;43,07;C · CALLE BOLA DEL MUNDO 38 , ASCENDIENTE 1: 097;MONCLOA - ARAVACA;ARAVACA;40,456204;-3,779481;433908,291;4478685,11
AREA INFANTIL;CALLE GOLONDRINA nº 4;563;9129;20063854;VALLA METALICA VERDE;ARENA;EN ZONA VERDE;ACCESO CON VALLA RETRANQUEADA;3;255,777;66,51;C · CALLE GOLONDRINA , ASCENDIENTE 1: 097 · ARAVA;MONCLOA - ARAVACA;ARAVACA;40,456006;-3,782021;433692,769;4478665,068
AREA INFANTIL;CALLE AGUSTIN LARA nº 11;558;9124;11057740;VALLA METALICA CON COLORINES;ARENA;EN ZONA DE ACERAS;ACCESO CON TRAMEX;3;100,235;41,4;Pza · PLAZA NUESTRA SEÑORA DEL BUEN CAMINO 11 , A;MONCLOA - ARAVACA;ARAVACA;40,457247;-3,781704;433720,817;4478802,583
AREA INFANTIL;CALLE ANA TERESA nº 8;474;9012;20152276;SIN VALLA;ARENA;EN PARQUE;0;3;304,349;62,94;P? · PASEO ERMITA 26 , ASCENDIENTE 1: 097 · ARAVA;MONCLOA - ARAVACA;ARAVACA;40,462331;-3,780494;433828,408;4479365,971
AREA INFANTIL;CALLE ROSA LUXEMBURGO nº 3;480;9019;31005317;VALLA METALICA CON COLORINES;ARENA;EN PARQUE CUESTA DEL GALBAN;ACCESO CON VALLA RETRANQUEADA;2;39,682;26,73;C · CALLE SEIS DE DICIEMBRE , ASCENDIENTE 1: 097;MONCLOA - ARAVACA;ARAVACA;40,450189;-3,769365;434760,199;4478009,972
AREA INFANTIL;CALLE BUHO nº 10;481;9020;20143064;VALLA VEGETAL;ARENA;EN ZONA VERDE;0;1;153,893;47,26;C · CALLE BUHO , ASCENDIENTE 1: 097 · ARAVACA , A;MONCLOA - ARAVACA;ARAVACA;40,449292;-3,769532;434745,173;4477910,5
AREA INFANTIL;CALLE SEIS DE DICIEMBRE nº 20;479;9018;31005385;SIN VALLA;ARENA;EN PARQUE CUESTA DEL GALBAN;0;4;97,545;35,64;C · CALLE SEIS DE DICIEMBRE , ASCENDIENTE 1: 097;MONCLOA - ARAVACA;ARAVACA;40,450113;-3,772496;434494,624;4478003,76
AREA INFANTIL;CALLE ROSA LUXEMBURGO nº 31;478;9016;31005332;VALLA METALICA VERDE;ARENA;EN PARQUE CUESTA DEL GALBAN;0;4;397,007;71,74;C · CALLE ROSA DE LUXEMBURGO , ASCENDIENTE 1: 097;MONCLOA - ARAVACA;ARAVACA;40,450284;-3,773921;434374,02;4478023,861
AREA INFANTIL;CALLE ROSA LUXEMBURGO nº 30;477;9015;31005296;SIN VALLA;ARENA;EN ZONA VERDE;0;4;359,923;78,41;C · CALLE ROSA DE LUXEMBURGO , ASCENDIENTE 1: 097;MONCLOA - ARAVACA;ARAVACA;40,450728;-3,773904;434375,839;4478073,129
AREA INFANTIL;CALLE ARROYO DE POZUELO nº 99;578;9144;31026072;VALLA METALICA CON COLORINES;ARENA;EN PARQUE ARROYO DE POZUELO;ACCESO CON VALLA RETRANQUEADA;4;113,022;42,55;C · CALLE VIRGEN DE LOS ROSALES , ASCENDIENTE 1:;MONCLOA - ARAVACA;ARAVACA;40,452781;-3,782944;433611,334;4478307,802
AREA INFANTIL;CALLE ROSAS DE ARAVACA nº 1;491;9031;11056736;VALLA METALICA CON COLORINES;ARENA;EN PARQUE;ACCESO CON VALLA RETRANQUEADA;9;748,986;110,34;C · CALLE HUMERA , ASCENDIENTE 1: 097 · ARAVACA ,;MONCLOA - ARAVACA;ARAVACA;40,451232;-3,781944;433694,6;4478135,077
AREA INFANTIL;AVENIDA EUROPA nº 29;571;9137;20106729;VALLA DE MADERA DE COLOR MARRON;ARENA;EN ZONA VERDE;ACCESO CON VALLA RETRANQUEADA;3;148,056;51,1;Av · AVENIDA EUROPA 29 , ASCENDIENTE 1: 097 · ARA;MONCLOA - ARAVACA;ARAVACA;40,445317;-3,788205;433157,774;4477483,221
AREA INFANTIL;CALLE GONZALO TORRENTE BALLESTER nº 4;1809;20158;31016093;SIN VALLA;ARENA;EN ZONA DE BULEVAR;0;3;132,588;47,11;C · CALLE GONZALO TORRENTE BALLESTER , ASCENDIENT;SAN BLAS - CANILLEJAS;CANILLEJAS;40,446287;-3,60683;448539,788;4477469,415
AREA INFANTIL;CALLE GONZALO TORRENTE BALLESTER nº 4;1810;20159;31016093;VALLA METALICA CON COLORINES;ARENA;EN ZONA DE BULEVAR;0;4;160,815;53,95;C · CALLE GONZALO TORRENTE BALLESTER , ASCENDIENT;SAN BLAS - CANILLEJAS;CANILLEJAS;40,445937;-3,606571;448561,494;4477430,388
AREA INFANTIL;AVENIDA MONFORTE DE LEMOS nº 8;374;8067;20095286;SIN VALLA;ARENA;EN PARQUE NORTE;0;9;477,66;98,7;PARQUE NORTE;FUENCARRAL - ELPARDO;LA PAZ;40,479881;-3,69333;441233,677;4481252,412
AREA INFANTIL;CALLE VALDERRODRIGO nº 46;515;9068;11054493;VALLA DE OBRA - MURO CON ASIENTOS;ARENA;EN ZONA INTERBLOQUES;0;4;86,308;53,88;C · CALLE VALDERREY 15 POST. , ASCENDIENTE 1: 094;MONCLOA - ARAVACA;VALDEZARZA;40,468815;-3,720293;438938,269;4480042,283
AREA INFANTIL;CALLE VALDERRODRIGO nº 46;514;9067;11054493;SIN VALLA;ARENA;EN ZONA INTERBLOQUES;0;1;111,145;43,26;C · CALLE VALDERREY 15 POST. , ASCENDIENTE 1: 094;MONCLOA - ARAVACA;VALDEZARZA;40,468913;-3,719945;438967,906;4480052,997
