TIPO;DIRECCION;IDENTIFICADOR;CODIGO,N,8,0;CODNDP,N,19,0;TIPO DE AREA;TIPO DE SUELO;LOCALIZACION;ACCESO;N.ELEMENTOS;AREA;PERIMETRO;DIRECCION AUXLIAR;DISTRITO;BARRIO;LATITUD;LONGITUD;UTMX;UTMY
AREA DE MAYORES;CALLE DOCTOR TOLOSA LATOUR nß 18;3240;412002;31045432;MARQUESINAS;ARENA;0;0;6;96,14;57,13;PARQUE DE PRADOLONGO;USERA;PRADOLONGO;40.372.537;-3.703.192;440302,976;4469343,85
AREA DE MAYORES;CALLE EXPROPIACION nß 3;4534;412008;31055824;POSTES;ARENA;0;0;4;245,584;62,64;CALLE EXPROPIACION, N? 3;USERA;ORCASITAS;40.369.814;-3.704.534;440186,665;4469042,446
AREA DE MAYORES;CALLE RICARDO BELTRAN Y ROZPIDE nß 10;10059;412011;20001059;MARQUESINAS;ARENA;0;0;8;148,954;91,85;CALLE RICARDO BELTRAN Y ROZPIDE, N? 10;USERA;ZOF÷O;4.038.277;-37.179;439063,513;4470489,719
AREA DE MAYORES;CALLE DOCTOR TOLOSA LATOUR nß 14;12548;412010;31045430;MARQUESINAS;ARENA;EN PARQUE;0;8;0;0;0;USERA;PRADOLONGO;40.379.694;-3.700.754;440516,2364;4470136,572
AREA DE MAYORES;CALLE GRAN AVENIDA nß 17;12218;412009;31055821;MARQUESINAS;ARENA;0;0;7;0;0;CALLE GRAN AVENIDA, N? 18;USERA;ORCASITAS;4.036.952;-3.709;439807,1934;4469012,819
AREA DE MAYORES;PLAZA PUEBLO nß 2;12982;412013;11081298;POSTES;SOLADO;0;0;7;0;0;0;USERA;ORCASUR;40.367.113;-3.700.665;440512,6875;4.468.740.037
AREA DE MAYORES;CALLE TREN DE ARGANDA nß 9;4607;419003;20107794;MARQUESINAS;ARENA;0;0;6;231,646;67,7;CALLE TREN DE ARGANDA, N? 9;VICALVARO;AMBROZ;4.040.355;-3.617.228;447624,8839;4472731,788
AREA DE MAYORES;CALLE VILLABLANCA nß 1;3542;419002;20002424;CONJUNTO MULTIPLE;ARENA;0;0;4;98,19;40.3;PARQUE DE LA VICALVARADA;VICALVARO;CASCO HIST‡RICO DE VICµLVARO;40.409.708;-3.608.711;448352,3102;4473410,291
AREA DE MAYORES;CALLE LAGO VAN nß 16;13023;0;31011786;POSTES;SOLADO;0;0;;0;0;0;VICALVARO;CASCO HIST‡RICO DE VICµLVARO;4.040.437;-3.605.896;448587,0944;4472816,063
AREA DE MAYORES;CALLE LADERA DE LOS ALMENDROS nß 14;12938;9900016;20151606;POSTES;SOLADO;0;0;8;0;0;0;VICALVARO;AMBROZ;4.040.238;-3.625.065;446958,9611;4472606,552
AREA DE MAYORES;CALLE EZCARAY nß 68;11030;420001;11133405;CONJUNTO MULTIPLE;ARENA;0;0;16;165,669;49,16;CALLE EZCARAY, N? 76;VICALVARO;CASCO HIST‡RICO DE VICµLVARO;40.412.728;-3.614.713;447845,3704;4473749,006
AREA DE MAYORES;CALLE PICO MAMPODRE nß 9;13069;418014;11130466;0;0;0;0;6;0;0;0;VILLA DE VALLECAS;CASCO HIST‡RICO DE VALLECAS;40.377.484;-3.621.209;447266,794;4.469.840.867
AREA DE MAYORES;CALLE VIRGEN DE LAS VI•AS nß 22;9580;418002;31045492;CONJUNTO MULTIPLE;ARENA;0;0;2;54,528;29,73;CALLE VIRGEN DE LAS VI•AS, N? 22;VILLA DE VALLECAS;SANTA EUGENIA;40.380.902;-3.609.143;448293,678;4470213,102
AREA DE MAYORES;CALLE MONTE DE MONTJUICH nß 9;9587;419001;20142445;MARQUESINAS;ARENA;EN PARQUE;0;6;353,723;108,92;CALLE MONTE DE MONTJUICH, N? 9;VILLA DE VALLECAS;SANTA EUGENIA;40.380.665;-3.616.299;447686,043;4470191,017
AREA DE MAYORES;CALLE BABILAFUENTE nß 2;8727;418003;20170570;CONJUNTO;ARENA;0;0;5;77,75;35,1;PARQUE VALLECAS VILLA;VILLA DE VALLECAS;CASCO HIST‡RICO DE VALLECAS;40.372.526;-3.624.454;446987,407;4469292,395
AREA DE MAYORES;CALLE UNANIMIDAD nß 23;7394;417008;20062129;CONJUNTO MULTIPLE;ARENA;0;0;3;304,865;67,97;PARQUE DEL ESPINILLO;VILLAVERDE;LOS ROSALES;40.360.684;-3.684.884;441847,002;4468015,999
AREA DE MAYORES;CALLE ALCARRIA nß 8;8983;417011;11128195;CONJUNTO MULTIPLE;ARENA;0;0;2;193,85;53,58;CALLE ALCARRIA, N? 8;VILLAVERDE;LOS ANGELES;40.348.557;-3.694.307;441036,407;4466676,121
AREA DE MAYORES;CALLE PAN Y TOROS nß 24;9012;417012;11128949;MARQUESINAS;SOLADO;0;0;5;38,213;26,83;CALLE PAN Y TOROS, N? 24;VILLAVERDE;LOS ANGELES;40.359.251;-3.694.885;440996,635;4467863,462
AREA DE MAYORES;CALLE SAN LUCIANO nß 11;9397;417004;31010316;MARQUESINAS;ARENA;0;0;7;319,045;73,48;CALLE SAN LUCIANO, N? 11;VILLAVERDE;LOS ANGELES;40.363.369;-3.697.943;440740.52;4468322,608
AREA DE MAYORES;CALLE LA CANCION DEL OLVIDO nß 20;9412;417010;31009925;POSTES;ARENA;0;0;8;142,866;50,31;CALLE LA CANCION DEL OLVIDO, N? 20;VILLAVERDE;LOS ANGELES;40.361.514;-3.700.151;440551,435;4468118,277
AREA DE MAYORES;CALLE LA DEL MANOJO DE ROSAS nß 96;9369;417013;11128593;POSTES;SOLADO;0;0;5;86,846;38,55;CALLE LA DEL MANOJO DE ROSAS, N? 96;VILLAVERDE;LOS ANGELES;40.354.566;-3.698.786;440661,223;4467346,106
AREA DE MAYORES;CALLE LA DEL MANOJO DE ROSAS nß 69;9387;417002;31037735;MARQUESINAS;ARENA;0;0;5;150,437;49,42;PARQUE DE CIUDAD DE LOS ANGELES;VILLAVERDE;LOS ANGELES;40.354.744;-3.696.534;440852,646;4467364,323
AREA DE MAYORES;CALLE ALCOCER nß 26;9617;417014;31002165;MARQUESINAS;AREANA;INTERBLOQUES;0;4;129,48;46,23;CALLE ALCOCER, N? 26;VILLAVERDE;LOS ANGELES;40.350.088;-3.698.149;440711,4;4466848,606
AREA DE MAYORES;PASEO ALBERTO PALACIOS nß 1;9618;417007;11124172;CONJUNTO;SOLADO;MEDIANA;0;2;0;0;PASEO ALBERTO PALACIOS, N? 1;VILLAVERDE;SAN ANDRêS;40.346.363;-3.709.341;439757,683;4466442,68
AREA DE MAYORES;PLAZA PINAZO nß 9;6018;417001;11126203;MARQUESINAS;SOLADO;0;0;6;0;0;PLAZA PINAZO, N? 9;VILLAVERDE;SAN CRISTOBAL;40.342.614;-3.691.296;441286,9374;4466014,459
AREA DE MAYORES;CALLE GODELLA nß 102;11027;417006;31010268;MARQUESINAS;SOLADO;0;0;15;0;0;CALLE GODELLA, N? 102;VILLAVERDE;SAN CRISTOBAL;40.340.829;-3.688.864;441491,9524;4465814,735
AREA DE MAYORES;CALLE BURJASOT nß 1;6050;417003;31041863;MARQUESINAS;ARENA;0;0;9;0;0;PARQUE DEHESA BOYAL;VILLAVERDE;SAN CRISTOBAL;40.346.299;-3.685.402;441790,691;4466419,624
AREA DE MAYORES;CALLE SANTIAGO AMON nß 2;8979;417005;20047449;MARQUESINAS;ARENA;0;0;3;200,85;55,67;PARQUE DEL CRUCE;VILLAVERDE;LOS ANGELES;40.350.625;-3.693.841;441077,771;4466905,388
AREA DE MAYORES;CALLE ASTILLERO nß 5;12813;417015;20040356;POSTES;SOLADO;0;0;5;0;0;0;VILLAVERDE;SAN ANDRêS;40.343.005;-3.714.007;439358,3433;4466073,124
AREA DE MAYORES;CALLE VILLALONSO nß 18;12840;417006;20093322;POSTES;SOLADO;0;0;15;0;0;0;VILLAVERDE;SAN ANDRêS;40.349.662;-3.711.366;439588,5944;4466810,254
