;TIPO;DIRECCION;IDENTIFICADOR;CODIGO,N,8,0;CODNDP,N,19,0;AREA;PERIMETRO;DISTRITO;BARRIO;LATITUD;LONGITUD;closestStation
172;AREA DE MAYORES;CALLE CERECINOS 2;2503;412004;11085135;27,877;23,08;USERA;ZOFï¿½O;40.384689;-3.7131410000000002;28079056
173;AREA DE MAYORES;AVENIDA POBLADOS 169;3241;412002;31007159;96,14;57,13;USERA;PRADOLONGO;40.371908000000005;-3.703943;28079056
174;AREA DE MAYORES;CALLE DOCTOR TOLOSA LATOUR 18;3240;412002;31045432;96,14;57,13;USERA;PRADOLONGO;40.372537;-3.703192;28079056
175;AREA DE MAYORES;CALLE EXPROPIACION 3;4534;412008;31055824;245,584;62,64;USERA;ORCASITAS;40.369814;-3.7045339999999998;28079056
176;AREA DE MAYORES;CALLE RICARDO BELTRAN Y ROZPIDE 10;10059;412011;20001059;148,954;91,85;USERA;ZOFï¿½O;40.38277;-3.7179;28079056
177;AREA DE MAYORES;CALLE DOCTOR TOLOSA LATOUR 14;12548;412010;31045430;0;0;USERA;PRADOLONGO;40.379694;-3.700754;28079056
178;AREA DE MAYORES;CALLE GRAN AVENIDA 17;12218;412009;31055821;0;0;USERA;ORCASITAS;40.36952;-3.7089999999999996;28079056
179;AREA DE MAYORES;PLAZA PUEBLO 2;12982;412013;11081298;0;0;USERA;ORCASUR;40.367113;-3.7006650000000003;28079017
180;AREA DE MAYORES;CALLE TREN DE ARGANDA 9;4607;419003;20107794;231,646;67,7;VICALVARO;AMBROZ;40.40355;-3.617228;28079036
181;AREA DE MAYORES;CALLE VILLABLANCA 1;3542;419002;20002424;98,19;40.3;VICALVARO;CASCO HISTï¿½RICO DE VICï¿½LVARO;40.409708;-3.608711;28079036
182;AREA DE MAYORES;CALLE LAGO VAN 16;13023;0;31011786;0;0;VICALVARO;CASCO HISTï¿½RICO DE VICï¿½LVARO;40.40437;-3.605896;28079036
183;AREA DE MAYORES;CALLE LADERA DE LOS ALMENDROS 14;12938;9900016;20151606;0;0;VICALVARO;AMBROZ;40.40238;-3.625065;28079036
184;AREA DE MAYORES;CALLE EZCARAY 68;11030;420001;11133405;165,669;49,16;VICALVARO;CASCO HISTï¿½RICO DE VICï¿½LVARO;40.412728;-3.6147129999999996;28079036
185;AREA DE MAYORES;CALLE PICO MAMPODRE 9;13069;418014;11130466;0;0;VILLA DE VALLECAS;CASCO HISTï¿½RICO DE VALLECAS;40.377484;-3.6212089999999995;28079054
186;AREA DE MAYORES;CALLE VIRGEN DE LAS VIAS 22;9580;418002;31045492;54,528;29,73;VILLA DE VALLECAS;SANTA EUGENIA;40.380902;-3.609143;28079054
187;AREA DE MAYORES;CALLE MONTE DE MONTJUICH 9;9587;419001;20142445;353,723;108,92;VILLA DE VALLECAS;SANTA EUGENIA;40.380665;-3.6162989999999997;28079054
188;AREA DE MAYORES;CALLE BABILAFUENTE 2;8727;418003;20170570;77,75;35,1;VILLA DE VALLECAS;CASCO HISTï¿½RICO DE VALLECAS;40.372526;-3.624454;28079054
189;AREA DE MAYORES;CALLE UNANIMIDAD 23;7394;417008;20062129;304,865;67,97;VILLAVERDE;LOS ROSALES;40.360684;-3.684884;28079017
190;AREA DE MAYORES;CALLE ALCARRIA 8;8983;417011;11128195;193,85;53,58;VILLAVERDE;LOS ANGELES;40.348557;-3.694307;28079017
191;AREA DE MAYORES;CALLE PAN Y TOROS 24;9012;417012;11128949;38,213;26,83;VILLAVERDE;LOS ANGELES;40.359251;-3.6948849999999998;28079017
192;AREA DE MAYORES;CALLE SAN LUCIANO 11;9397;417004;31010316;319,045;73,48;VILLAVERDE;LOS ANGELES;40.363369;-3.697943;28079017
193;AREA DE MAYORES;CALLE LA CANCION DEL OLVIDO 20;9412;417010;31009925;142,866;50,31;VILLAVERDE;LOS ANGELES;40.361514;-3.7001510000000004;28079017
194;AREA DE MAYORES;CALLE LA DEL MANOJO DE ROSAS 96;9369;417013;11128593;86,846;38,55;VILLAVERDE;LOS ANGELES;40.354566;-3.698786;28079017
195;AREA DE MAYORES;CALLE LA DEL MANOJO DE ROSAS 69;9387;417002;31037735;150,437;49,42;VILLAVERDE;LOS ANGELES;40.354744000000004;-3.6965339999999998;28079017
196;AREA DE MAYORES;CALLE ALCOCER 26;9617;417014;31002165;129,48;46,23;VILLAVERDE;LOS ANGELES;40.350088;-3.698149;28079017
197;AREA DE MAYORES;PASEO ALBERTO PALACIOS 1;9618;417007;11124172;0;0;VILLAVERDE;SAN ANDRï¿½S;40.346363000000004;-3.709341;28079017
198;AREA DE MAYORES;PLAZA PINAZO 9;6018;417001;11126203;0;0;VILLAVERDE;SAN CRISTOBAL;40.342614000000005;-3.691296;28079017
199;AREA DE MAYORES;CALLE GODELLA 102;11027;417006;31010268;0;0;VILLAVERDE;SAN CRISTOBAL;40.340829;-3.688864;28079017
200;AREA DE MAYORES;CALLE BURJASOT 1;6050;417003;31041863;0;0;VILLAVERDE;SAN CRISTOBAL;40.346299;-3.685402;28079017
201;AREA DE MAYORES;CALLE SANTIAGO AMON 2;8979;417005;20047449;200,85;55,67;VILLAVERDE;LOS ANGELES;40.350625;-3.6938410000000004;28079017
202;AREA DE MAYORES;CALLE ASTILLERO 5;12813;417015;20040356;0;0;VILLAVERDE;SAN ANDRï¿½S;40.343005;-3.714007;28079017
203;AREA DE MAYORES;CALLE VILLALONSO 18;12840;417006;20093322;0;0;VILLAVERDE;SAN ANDRï¿½S;40.349662;-3.7113660000000004;28079017
